day,date,spot_price,mark_price,theoretical_price,payoff,delta,gamma,theta,vega,net_position,hedge_position,funding_rate,funding_payment,cumulative_funding,cumulative_fees,cumulative_hedge_pnl,mtm_pnl,lp_equity,lp_pnl,daily_pnl
81,2024-03-22,2257.308696014121,3.9692088880126413,3.969209083017551,0.0,0.027064827457062346,0.00015750034981365372,-0.7114167066438511,0.25793684121623495,-486.56812797282174,-6.584441214845126,3.9692088880126413,-1931.2905381734017,-1691018.6921497001,2532.124058529131,182426.6992794245,0.0,-506059.8688117466,-1506059.8688117466,-2293.124926071381
82,2024-03-23,2238.811489766994,3.494760053930155,3.494760223974049,0.0,0.02427562352494692,0.00014422153494722648,-0.6407225600289168,0.23447055818401627,-315.2730288044118,-3.8267246774128236,3.494760053930155,-1101.8035871472675,-1692120.4957368474,2532.918369120533,182548.49304659755,0.0,-507039.08432112937,-1507039.0843211294,-979.215509382775
83,2024-03-24,2165.4162991704848,2.058551950001819,2.058552014902412,0.0,0.015407832763273028,9.946276489374585e-05,-0.41317277716559647,0.156462995930224,-383.0763551310703,-2.951188207711859,2.058551950001819,-788.5825778546277,-1692909.078314702,2533.4012811327175,182829.35623365664,0.0,-507546.32079991256,-1507546.3207999126,-507.23647878319025
84,2024-03-25,2115.622940764114,1.404299360043071,1.4042994138384612,0.0,0.011068356823579446,7.565691529311153e-05,-0.2998962803899172,0.11598352237939673,-402.39347027087086,-2.2269172562182034,1.404299360043071,-565.0808927868493,-1693474.1592074889,2533.7630028411354,182976.30580580788,0.0,-507964.0903988399,-1507964.09039884,-417.76959892734885
85,2024-03-26,1983.0042455797072,0.4570695804296902,0.4570695988218724,0.0,0.004151601864771386,3.316880454711876e-05,-0.11541463432698493,0.04686733869548321,-471.71490300214356,-0.9791862354720764,0.4570695804296902,-215.60653279768303,-1693689.7657402866,2533.8667653135103,183271.63666661116,0.0,-507884.26230836194,-1507884.262308362,79.82809047796763
86,2024-03-27,2146.5403290576073,1.7848521635582755,1.784852247752416,0.0,0.013622197002285693,8.985623198287794e-05,-0.36674166691368937,0.14002037489701785,-438.93745653983973,-2.989646252333956,1.7848521635582755,-783.4384689719882,-1694473.2042092585,2534.180758466023,183111.5043846666,0.0,-508827.51906612585,-1508827.5190661259,-943.2567577639129
87,2024-03-28,2133.0316425291944,1.6088344854660364,1.608834556083811,0.0,0.012452211947508772,8.342370284695517e-05,-0.33618580542484683,0.1290886023742585,-272.79144222687717,-1.6984284280378343,1.6088344854660364,-438.8762795946095,-1694912.0804888532,2534.6181416954278,183151.89057872022,0.0,-509225.5717684375,-1509225.5717684375,-398.05270231165923
88,2024-03-29,2277.3813733875613,4.545217567830192,4.545217691819841,0.0,0.030378930464035305,0.0001728809222630594,-0.7949509131992752,0.28524557054414446,-144.40129533780527,-2.193378454991906,4.545217567830192,-656.3353043869138,-1695568.41579324,2535.51490188896,182906.72289225078,0.0,-510126.1779991002,-1510126.1779991002,-900.60623066267
89,2024-03-30,2229.958919518495,3.2854299312682373,3.2854299787102716,0.0,0.02302585161811959,0.00013816230150426675,-0.6089219238333035,0.2238031037888344,-134.8042948151461,-1.5519918449494012,3.2854299312682373,-442.89006504928693,-1696011.3058582894,2536.0312676135277,183010.73828085003,0.0,-510464.5363098257,-1510464.5363098257,-338.3583107255399
90,2024-03-31,2277.904961633932,4.56114739740525,4.561147458891477,0.0,0.030469557494667447,0.00017329591487410842,-0.7972285457733381,0.285984040340467,89.91244530351652,1.3697962108308195,4.56114739740525,410.10391589044593,-1695601.201942399,2536.9653269948058,182936.32641448927,0.0,-510127.91020091483,-1510127.9102009148,336.62610891088843
91,2024-04-01,2298.268420463748,5.218678476394506,5.218678429472091,0.0,0.034166599498995094,0.00018999084700006182,-0.8898566853989291,0.315751770607581,-37.0294300062709,-0.6325848523501647,5.218678476394506,-193.24468936678022,-1695794.4466317657,2538.0188323361704,182964.22020323377,0.0,-510292.20759619586,-1510292.2075961959,-164.297395281028
92,2024-04-02,2144.42815612124,1.7562794747626964,1.7562794812660991,0.0,0.013433494141524872,8.88265218716821e-05,-0.3618208151403499,0.1382659921354636,70.93328752471199,0.4764409512011589,1.7562794747626964,124.57867695717141,-1695669.8679548085,2538.3968415742056,183061.5372241384,0.0,-510069.9338890959,-1510069.933889096,222.2737070999574
93,2024-04-03,2338.2509611524633,6.745911356105517,6.74591130825455,0.0,0.042468350545793516,0.0002260041552457488,-1.0959964251045922,0.38024872115134806,144.4689098848906,3.067678153980094,6.745911356105517,974.5744597967714,-1694695.2934950117,2539.8966627659115,183153.88234573195,0.0,-509001.51448651403,-1509001.514486514,1068.4194025818724
94,2024-04-04,2292.763958471992,5.033464596657273,5.03346452393936,0.0,0.03313355506989231,0.00018537054216400927,-0.8640290188761055,0.3075027993153464,95.78510388307438,1.5868505071926005,5.033464596657273,482.1309292826336,-1694213.162565729,2540.969969285886,183014.34286131902,0.0,-508657.84973512427,-1508657.8497351243,343.6647513897624
95,2024-04-05,2167.628877912279,2.092887494596905,2.09288747455016,0.0,0.015629199413706343,0.00010063728123539217,-0.4189127063737789,0.15848212591651625,142.37520369363068,1.112605225047407,2.092887494596905,297.97528335102834,-1693915.187282378,2541.474542411994,182815.77219526528,0.0,-508557.9405447007,-1508557.9405447007,99.90919042355381
96,2024-04-06,2176.1299617392956,2.229444144606557,2.229444112864801,0.0,0.016504208598885756,0.0001052466891420564,-0.44156799229452115,0.16642347195908913,21.67139250804281,0.17883459129053425,2.229444144606557,48.31515913247131,-1693866.8721232456,2541.9117346493417,182825.23054554977,0.0,-508499.7298430465,-1508499.7298430465,58.21070165419951
97,2024-04-07,2212.7274557178657,2.9086068192563945,2.908606812953038,0.0,0.020743122312523968,0.00012690330334945183,-0.5506248432269226,0.20405906747423322,28.02680354010823,0.2906817069307724,2.9086068192563945,81.51895189867355,-1693785.353171347,2542.4777230404557,182831.77544342767,0.0,-508411.1000048788,-1508411.1000048788,88.62983816768974
98,2024-04-08,2222.1087550075604,3.10887644573733,3.1088764370241435,0.0,0.02196182428823443,0.00013294619709485703,-0.5817835566768446,0.21464278219501123,183.96989881182347,2.0201572960147676,3.10887644573733,571.9396851407364,-1693213.4134862062,2543.1125700470443,182834.50241551845,0.0,-507835.79850064055,-1507835.7985006406,575.3015042382758
99,2024-04-09,2003.31510191454,0.5485572141497304,0.548557204057929,0.0,0.0048735022571476,3.80037517392368e-05,-0.13497788637519798,0.05443766085485916,13.933338434261033,0.0339520781544862,0.5485572141497304,7.6432333153206855,-1693205.770252891,2543.223688855533,182392.50482090085,0.0,-508270.0417431346,-1508270.0417431346,-434.24324249406345
100,2024-04-10,1919.326292213966,0.25105500013402354,0.2510549997842201,0.0,0.00244669812006867,2.1109544774122152e-05,-0.06878522632797202,0.02850066084751651,8.129889558166198,0.009945692749165576,0.25105500013402354,2.0410494240932167,-1693203.7292034668,2543.2686084872325,182389.65322626982,0.0,-508270.8073687097,-1508270.8073687097,-0.7656255750916898
101,2024-04-11,1835.6253294396477,0.10671530727028018,0.1067153071835218,0.0,0.001143613242270458,1.0938625046765401e-05,-0.03258674194356891,0.01382629834289057,-275.0548936440602,-0.15727820936131984,0.10671530727028018,-29.35256749135442,-1693233.0817709581,2543.291461695946,182388.82076221125,0.0,-508300.969547051,-1508300.969547051,-30.162178341299295
102,2024-04-12,1921.6958261590426,0.25691213684564257,0.2569121439121368,0.0,0.002497159138508139,2.1482857038732705e-05,-0.07017558675301551,0.0290559424742518,-215.88502023749672,-0.2695496255765397,0.25691213684564257,-55.46348186209798,-1693288.5452528202,2543.344077308593,182375.28374860837,0.0,-508369.91742690327,-1508369.9174269033,-68.9478798522614
103,2024-04-13,1924.0212716298402,0.2627775657606464,0.26277757143362057,0.0,0.0025475473849636493,2.1854432243463672e-05,-0.07156322853050272,0.02960961120705235,-393.19406236101554,-0.5008402526755196,0.2627775657606464,-103.32257857872173,-1693391.867831399,2543.3923461350787,182374.65692565244,0.0,-508473.81855961145,-1508473.8185596114,-103.90113270818256
104,2024-04-14,1971.3170962055358,0.41075544625592475,0.41075546240658567,0.0,0.003779017916267731,3.0618039026147796e-05,-0.10527939935393589,0.042916303505507444,-406.68847633558244,-0.7684415192058955,0.41075544625592475,-167.0495065844152,-1693558.9173379834,2543.4726417433417,182350.96927292144,0.0,-508664.4754233188,-1508664.4754233188,-190.65686370735057
105,2024-04-15,1938.3835639678923,0.3017013747515009,0.30170138702134863,0.0,0.0028785057966414303,2.4266878186866794e-05,-0.0806604879227094,0.03322684257366209,-335.1766376640019,-0.4824039472073069,0.3017013747515009,-101.12325236783363,-1693660.0405903512,2543.5338182973464,182376.27676646697,0.0,-508740.230005587,-1508740.230005587,-75.75458226818591
106,2024-04-16,1991.0030705830618,0.49135803632572395,0.49135805279489797,0.0,0.004424226005528684,3.5010489400083195e-05,-0.12281373842684876,0.04973894989954629,-448.178311098568,-0.9914210695381047,0.49135803632572395,-220.21601486508735,-1693880.2566052163,2543.62586736656,182350.8929087757,0.0,-508985.73782907403,-1508985.737829074,-245.50782348704524
107,2024-04-17,1974.900268182536,0.424494497120522,0.42449451614544553,0.0,0.003890093144541147,3.138275084894922e-05,-0.10830382504647015,0.044097501406114216,-355.4537421611172,-0.6913740827912292,0.424494497120522,-150.88815752835944,-1694031.1447627447,2543.7180938135757,182366.85756635419,0.0,-509120.56910257693,-1509120.569102577,-134.83127350290306
108,2024-04-18,1952.0930638023256,0.34352149279821986,0.3435215050088203,0.0,0.0032281019606219437,2.676672666633147e-05,-0.09024002948819958,0.03701357460480155,-17.572918035032195,-0.02836358558136809,0.34352149279821986,-6.036675036186352,-1694037.1814377808,2543.7858682445394,182382.6258763636,0.0,-509110.76969317277,-1509110.7696931728,9.79940940416418
109,2024-04-19,1968.8828699774822,0.40164668383535945,0.40164668454116986,0.0,0.003705109932785136,3.01071169237689e-05,-0.10326558380144953,0.042128747506423016,-193.155005970996,-0.35783026559515474,0.40164668383535945,-77.58006761455908,-1694114.7615053954,2543.847290644041,182382.14965725926,0.0,-509188.7645574922,-1509188.7645574922,-77.99486431945115
110,2024-04-20,1977.2208629716945,0.4336067885701556,0.433606796945488,0.0,0.003963502611891824,3.188612228822173e-05,-0.11030129759085326,0.044876592153112994,-351.15026808445754,-0.6958925023596308,0.4336067885701556,-152.26114004966803,-1694267.022645445,2543.925481802738,182379.1660710116,0.0,-509343.9310926306,-1509343.9310926306,-155.16653513838537
111,2024-04-21,2243.9253206823446,3.6208028826464553,3.62080300979105,0.0,0.025022292099550827,0.00014780837207710687,-0.6596841544521548,0.240797774831018,-297.1073907836889,-3.7171539585624296,3.6208028826464553,-1075.767297005048,-1695342.7899424501,2544.5600693639353,182193.56843854487,0.0,-510604.6614345412,-1510604.6614345412,-1260.7303419106174
112,2024-04-22,2148.7643831794594,1.815371830203814,1.8153718841398543,0.0,0.013823256794822342,9.095019892895443e-05,-0.3719817037411753,0.1418860215698946,-67.25518343264292,-0.46484283568615226,1.815371830203814,-122.09316543885507,-1695464.883107889,2544.9020360865325,182547.29629408423,0.0,-510372.68477771827,-1510372.6847777183,231.97665682295337
113,2024-04-23,1995.32733337441,0.5108200888419651,0.5108200922774949,0.0,0.0045778370031643225,3.6039568685177655e-05,-0.12697676641225128,0.05135007366758372,-28.84192528545269,-0.06601681640712304,0.5108200888419651,-14.733034836594015,-1695479.6161427256,2545.005691044177,182618.6204074149,0.0,-510315.99004426645,-1510315.9900442665,56.69473345181905
114,2024-04-24,2026.6390851932385,0.673111435394995,0.6731114373363779,0.0,0.0058310518746212325,4.4229390065027044e-05,-0.1607918204240118,0.06432386766055712,83.6395871207527,0.24385338563650544,0.673111435394995,56.29876254266128,-1695423.317380183,2545.198568785148,182616.55330524372,0.0,-510261.5655061542,-1510261.5655061542,54.4245381122455
115,2024-04-25,1952.8739598605246,0.3460504962242905,0.3460504933299385,0.0,0.003249061899546926,2.6915147658390556e-05,-0.09081344469975658,0.037239554416526266,-96.6338936419679,-0.1569847510184939,0.3460504962242905,-33.44020684692077,-1695456.7575870298,2545.26243173952,182598.56542968945,0.0,-510312.9297256009,-1510312.9297256009,-51.36421944666654
116,2024-04-26,1751.9940643630875,0.04163253104229892,0.04163253144461028,0.0,0.000491988645326168,5.229779970365322e-06,-0.014185992871660566,0.006146453492776488,-443.63046270890686,-0.10913057518678809,0.04163253104229892,-18.46945901005529,-1695475.22704604,2545.2711640067005,182630.10051006873,0.0,-510299.8553719644,-1510299.8553719644,13.07435363647528
117,2024-04-27,1660.1029820258711,0.013206965767772921,0.01320696635367418,0.0,0.00017440579255577988,2.088530959002646e-06,-0.005084094879997817,0.002247894942087335,-622.7638530705652,-0.054306811684931594,0.013206965767772921,-8.224820888834074,-1695483.4518669287,2545.2736240075633,182640.12863673872,0.0,-510298.0496061824,-1510298.0496061824,1.8057657820172608
118,2024-04-28,1855.1607798212542,0.13126053976851548,0.13126054794294795,0.0,0.0013754704217831218,1.2840650965901174e-05,-0.03907582008184281,0.01649229589294912,-637.1603678654704,-0.43819761996570383,0.13126053976851548,-83.63401380507275,-1695567.0858807338,2545.293014744108,182629.53566964617,0.0,-510392.2571963435,-1510392.2571963435,-94.20759016112424
119,2024-04-29,1774.3735365331784,0.05404815696026341,0.054048160403997986,0.0,0.0006220274005729068,6.4262469141779795e-06,-0.017881788128482755,0.007706355049964418,-567.0972473258065,-0.17637501331306116,0.05404815696026341,-30.650561035145074,-1695597.736441769,2545.3021942640103,182664.9364473786,0.0,-510387.4978001262,-1510387.4978001262,4.759396217297763
120,2024-04-30,1623.4149522823197,0.008045392977772977,0.008045393434025024,0.0,0.00011118736566498061,1.3977635252664885e-06,-0.0032532330185213133,0.0014490248365021069,-751.6263568943818,-0.041785677293726425,0.008045392977772977,-6.047129413578659,-1695603.7835711825,2545.303710262354,182691.56176968556,0.0,-510366.91809123475,-1510366.9180912348,20.579708891455084
121,2024-05-01,1806.6992851240334,0.07786215261447982,0.07786215846680487,0.0,0.0008628212209685845,8.557215876962258e-06,-0.02469132904594943,0.010555628107964015,-772.0631945555518,-0.33307625409566355,0.07786215261447982,-60.11450228258036,-1695663.898073465,2545.319161735672,182683.90310970045,0.0,-510434.67580202897,-1510434.675802029,-67.75771079421975
122,2024-05-02,1708.9761873402335,0.024710781546647426,0.024710783454476068,0.0,0.0003074515812316134,3.4541727456633547e-06,-0.008913089355603936,0.0038999396425938035,-641.8506967273802,-0.09866900581172289,0.024710781546647426,-15.860632352298126,-1695679.7587058174,2545.323670860138,182716.4523530489,0.0,-510417.9826819084,-1510417.9826819084,16.693120120558888
123,2024-05-03,1977.7538499997818,0.43572379899706076,0.43572382696402495,0.0,0.00398052853846861,3.200264348358049e-05,-0.11076441993632813,0.04505711213223421,-805.4826294871231,-1.603123296957115,0.43572379899706076,-350.9679513461888,-1696030.7266571636,2545.408044211933,182689.9323282899,0.0,-510795.3862846617,-1510795.3862846617,-377.4036027533002
124,2024-05-04,1940.7402365238922,0.30855282923103644,0.3085528540844329,0.0,0.002936183600485057,2.4682584109129796e-05,-0.08224301347081465,0.0338539332141167,-681.1183697109543,-0.9999442935672109,0.30855282923103644,-210.16100001544692,-1696240.887657179,2545.469910591074,182749.26971435765,0.0,-510946.1480322303,-1510946.1480322303,-150.76174756861292
125,2024-05-05,2116.6895285439177,1.416147812516095,1.4161479089725304,0.0,0.01114929633967386,7.611625596775821e-05,-0.3020234529867003,0.11675550135219007,-438.3490371141017,-2.4436416574979076,1.416147812516095,-620.767030027695,-1696861.6546872067,2545.747800554293,182573.33022384506,0.0,-511742.57666280726,-1511742.5766628073,-796.4286305769347
126,2024-05-06,2089.987678465331,1.1442454229496288,1.144245473107519,0.0,0.009264906769406868,6.524115664013475e-05,-0.25233823655690263,0.09859318217377736,-236.35043013142771,-1.0948823500384448,1.1442454229496288,-270.44289788999595,-1697132.0975850967,2546.0139440647745,182638.57997702932,0.0,-511947.50366400275,-1511947.5036640028,-204.92700119549409
127,2024-05-07,2135.570893111176,1.6407240195739219,1.6407240583525056,0.0,0.01266554319004836,8.460533046499935e-05,-0.34176553758119727,0.13109166315115642,-478.83649100004044,-3.0323621288661076,1.6407240195739219,-785.6385322322603,-1697917.736117329,2546.297005540667,182588.67171985557,0.0,-512782.76739193266,-1512782.7673919327,-835.2637279299088
128,2024-05-08,2120.5079343711245,1.4592792951145468,1.4592793649901679,0.0,0.011443103336004193,7.777818441642502e-05,-0.3097400304306149,0.11955190684735809,-553.5732485868465,-3.1672979438134106,1.4592792951145468,-807.8179799921345,-1698725.5540973211,2546.596628560811,182634.34806548757,0.0,-513544.6094032726,-1513544.6094032726,-761.8420113399625
129,2024-05-09,2094.5076423765818,1.1867948247538063,1.1867948904515966,0.0,0.009563738555734327,6.699231183272681e-05,-0.26024083426275535,0.10150078692418374,-469.2617294394562,-2.2439482472853487,1.1867948247538063,-556.917391953757,-1699282.4714892749,2546.864542626945,182716.69873686045,0.0,-514018.90820978745,-1514018.9082097874,-474.2988065148238
130,2024-05-10,2118.4495141098782,1.4358887221011905,1.435888789481956,0.0,0.011283930096211642,7.687887139152517e-05,-0.3055604502884336,0.11803805524614581,-407.73261133198594,-2.30041314210798,1.4358887221011905,-585.4586582444608,-1699867.9301475193,2547.091728029418,182662.9744157478,0.0,-514657.8640037421,-1514657.864003742,-638.9557939546648
131,2024-05-11,2168.668651737671,2.109192721981198,2.109192807979867,0.0,0.015734128034461125,0.00010119280234246603,-0.42163225200362126,0.15943776462713458,-224.15840801691135,-1.76346854586953,2.109192721981198,-472.79328276007436,-1700340.7234302794,2547.3503504057453,182547.44965156348,0.0,-515245.9234283101,-1515245.92342831,-588.0594245679677
132,2024-05-12,2184.9917298501246,2.3798975902422614,2.3798976435896684,0.0,0.01745877895054434,0.00011021741304629117,-0.4662245700154243,0.17501658600720182,-124.53927483586381,-1.0871518350102176,2.3798975902422614,-296.3907200724352,-1700637.1141503518,2547.8538648003328,182518.6644167404,0.0,-515570.595868811,-1515570.595868811,-324.67244050092995
133,2024-05-13,2190.1203754868375,2.470899919839156,2.4708999506115648,0.0,0.018031598504134792,0.00011317269796481899,-0.4809921724429444,0.18013909514075604,-7.136874169703136,-0.06434462480130865,2.470899919839156,-17.6345018139109,-1700654.7486521658,2548.319691290642,182513.08880022532,0.0,-515593.34016064974,-1515593.3401606497,-22.744291838724166
134,2024-05-14,2111.2054514665506,1.356137113929386,1.356137114897244,0.0,0.010738308820328096,7.377698141965716e-05,-0.2912160634886732,0.11282830288848816,-141.89625521325328,-0.7618629044640022,1.356137113929386,-192.43077802238986,-1700847.1794301881,2548.5850625551284,182518.16655140262,0.0,-515780.4278162306,-1515780.4278162306,-187.08765558083542
135,2024-05-15,2100.177766041455,1.2421113322480484,1.2421113498731433,0.0,0.009949938619390804,6.924000009411522e-05,-0.2704404326313613,0.10524274973398538,-178.3542464393766,-0.8873069022897491,1.2421113322480484,-221.53583065699786,-1701068.7152608451,2548.835944424246,182526.5681358501,0.0,-515993.31118057086,-1515993.3111805709,-212.88336434029043
136,2024-05-16,2272.7199108673053,4.405472334265163,4.405472412838634,0.0,0.0295816128600497,0.00016921743534716635,-0.7748977825898867,0.27872997608975625,-45.93508894667704,-0.6794170089562741,4.405472334265163,-202.3657635266427,-1701271.0810243718,2549.5064065393653,182373.47029981026,0.0,-516348.10431802226,-1516348.1043180223,-354.793137451401
137,2024-05-17,2186.251713301911,2.401983083859701,2.4019830948932315,0.0,0.017598104715932268,0.00011093808154935597,-0.46981838991776875,0.17626483982577168,-6.478029172577633,-0.057000517865942624,2.401983083859701,-15.56011648918502,-1701286.641140861,2550.0610909879615,182432.21826397,0.0,-516304.3617859031,-1516304.361785903,43.74253211915493
138,2024-05-18,2214.4749441388212,2.945049504472709,2.9450495063805207,0.0,0.02096585323497866,0.0001280133563772134,-0.5563255870115845,0.20600083845680084,-111.90289816065057,-1.1730698697024815,2.945049504472709,-329.5595747770276,-1701616.200715638,2550.5309819983395,182430.60952519643,0.0,-516635.0602084431,-1516635.060208443,-330.6984225399792
139,2024-05-19,2350.6901815862557,7.2919790398181545,7.291979121417514,0.0,0.04535449820433035,0.0002381081670221867,-1.1671180080602384,0.4019761371985882,-206.00649968103866,-4.671660709932024,7.2919790398181545,-1502.1950777403545,-1703118.3957933784,2551.8542881127332,182270.81953435246,0.0,-518295.721970913,-1518295.721970913,-1660.6617624699138
140,2024-05-20,2407.458482434489,10.28178224101536,10.281782452826763,0.0,0.060554799531049,0.00029896772610033836,-1.5377061552292188,0.5112158726276791,-358.81149309729705,-10.863879016971598,10.28178224101536,-3689.2216376001015,-1706807.6174309785,2553.5774290034133,182005.61729371018,0.0,-522248.422708265,-1522248.422708265,-3952.7007373520173
141,2024-05-21,2521.807263907329,19.469862117370187,19.46986281597124,0.0,0.10303945891656663,0.00045071136278019116,-2.545852477423863,0.7792325284284486,-444.2395229047139,-22.887100034727716,19.469862117370187,-8649.282258041203,-1715456.8996890197,2557.2422262153127,180763.34596605113,0.0,-532136.3114967532,-1532136.3114967532,-9887.888788488228
142,2024-05-22,2383.7647204173013,8.928408912935465,8.928409309570695,0.0,0.05378876611293659,0.000272430341427741,-1.3735272607162363,0.46361421169118067,-308.89263787623463,-8.307476926366402,8.928408912935465,-2757.9197811542545,-1718214.819470174,2558.6192263950575,183922.73946795563,0.0,-531733.4607758231,-1531733.460775823,402.85072093014605
143,2024-05-23,2414.8491904014563,10.73756822333383,10.737568555009418,0.0,0.06279612269732689,0.0003075838789951664,-1.5918385516653866,0.5266470968468843,-560.4726705057624,-17.59775529278916,10.73756822333383,-6018.113536869641,-1724232.9330070436,2560.585260314126,183664.50595079391,0.0,-538007.8417959355,-1538007.8417959355,-6274.381020112429
144,2024-05-24,2378.757949111625,8.662492754687648,8.662493240196719,0.0,0.052438312768947226,0.00026703256238623486,-1.3406138956845102,0.45392255393134745,-632.115777729509,-16.57354242938316,8.662492754687648,-5475.698344705626,-1729708.6313517492,2562.353053107222,184299.63078322538,0.0,-542846.6475154166,-1542846.6475154166,-4838.805719481083
145,2024-05-25,2347.9572670401076,7.16891453092614,7.168914984084568,0.0,0.04470745842078226,0.00023541163690865487,-1.1511962335180699,0.3971345366267057,-900.2371594522804,-20.123657687527977,7.16891453092614,-6453.7232536771335,-1736162.3546054263,2563.707467746575,184810.1071943916,0.0,-548788.5399432881,-1548788.539943288,-5941.892427871469
146,2024-05-26,2527.8461452013585,20.100377623934726,20.100379433445575,0.0,0.10578873436633568,0.0004598319606980482,-2.609948380956955,0.7949887035486269,-1135.096507802239,-60.040211472023174,20.100377623934726,-22815.868446434615,-1758978.223051861,2566.611766178303,181190.08498848113,0.0,-575221.5262972014,-1575221.5262972014,-26432.986353913322
147,2024-05-27,2497.0178747313794,17.050296799688038,17.050298735061492,0.0,0.09232005690285033,0.00041443971703845303,-2.294731184426534,0.7160974577395742,-1034.2877341214078,-47.74275123400425,17.050296799688038,-17634.912843046943,-1776613.1358949079,2569.8889794590505,183041.0208668154,0.0,-591002.2260486335,-1591002.2260486335,-15780.699751432054
148,2024-05-28,2533.6971286424314,20.727267245013266,20.727269388809315,0.0,0.10850531542318675,0.0004687750161640617,-2.6731621314118077,0.8103883466161942,-954.9944975882557,-51.81098959411072,20.727267245013266,-19794.42616902897,-1796407.5620639368,2573.620341469195,181289.85237189117,0.0,-612544.0893505763,-1612544.0893505763,-21541.863301942823
149,2024-05-29,2318.2550808132564,5.940645992787191,5.940646560115669,0.0,0.03813655221692651,0.00020744868788108076,-0.9887375193395247,0.34698036437639457,-973.0164621209399,-18.553746557802157,5.940645992787191,-5780.3463466146495,-1802187.9084105515,2574.7592845110225,192452.11807010247,0.0,-607161.031055938,-1607161.031055938,5383.058294638293
150,2024-05-30,2528.2585303346614,20.144042292341336,20.144044252390003,0.0,0.105978491473812,0.0004604588548639761,-2.6143677989264615,0.7960698208234362,-939.4125960725564,-49.77876490163351,20.144042292341336,-18923.567065243842,-1821111.4754757953,2578.8948993342624,188555.76729141813,0.0,-629976.813285043,-1629976.813285043,-22815.78222910501
151,2024-05-31,2639.868921007133,35.21236107584,35.21236438373386,0.0,0.16754753818757057,0.0006491281268862042,-4.0217618767143435,1.1079269209217215,-788.8146038545691,-66.08197248111838,35.21236107584,-27776.024652822874,-1848887.5001286182,2585.3707876680523,182999.9398935537,0.0,-663302.1894473964,-1663302.1894473964,-33325.37616235344
152,2024-06-01,2630.8434422341525,33.72637664284376,33.72637930322981,0.0,0.16176423232013756,0.0006324645546662071,-3.8914867042220886,1.0816571051580324,-679.9881353662374,-54.99887935216059,33.72637664284376,-22933.53596602683,-1871821.036094645,2591.496747913624,183596.3613334587,0.0,-685633.1780132728,-1685633.1780132728,-22330.98856587638
153,2024-06-02,2586.0074867379967,27.082219304669998,27.082221146228903,0.0,0.135203214172479,0.0005533607594180251,-3.2885155645912505,0.9533077749581762,-923.8960828499677,-62.456859981339285,27.082219304669998,-25021.156330468366,-1896842.1924251134,2596.3728520940313,186062.28864043063,0.0,-708183.5309325887,-1708183.5309325887,-22550.35291931592
154,2024-06-03,2662.1762479850377,39.11488028203039,39.11488389583919,0.0,0.1824963840986351,0.0006913925142397786,-4.3571070739580176,1.173215974524079,-573.0080270134647,-52.28594649472517,39.11488028203039,-22413.140377274016,-1919255.3328023874,2604.6644094063754,181305.02698427212,0.0,-735345.6414087089,-1735345.6414087089,-27162.110476120142
155,2024-06-04,2823.9753632167167,79.14176718400228,79.14177171888932,0.0,0.32169193761796483,0.0010382222547497177,-7.372477830217861,1.6261131034965115,-255.21792903137174,-41.05077505247311,79.14176718400228,-20198.397920584073,-1939453.7307229715,2626.057460721928,172845.2071023747,0.0,-763982.466159875,-1763982.466159875,-28636.82475116616
156,2024-06-05,3082.3655001329403,201.16355265999883,201.1635577940535,82.36550013294027,0.6265667204573104,0.0011114870046054599,-9.495274577311191,1.8608648467121538,-279.834820067585,-87.66759273975414,118.79805252705856,-33243.83165328903,-1972697.5623762605,2666.2475235460793,162238.09171604906,0.0,-807793.2231366655,-1807793.2231366655,-43810.75697679049
157,2024-06-06,3212.6292751837786,291.3443094829208,291.34431763574923,212.62927518377865,0.7510681009665476,0.0007959116852159589,-7.492460402321025,1.6623237084287232,-123.94719765853172,-46.54639318275937,78.71503429914213,-9756.507914973889,-1982454.0702912344,2727.301172469599,150818.18013614923,0.0,-828908.5889826156,-1828908.5889826156,-21115.365845950088
158,2024-06-07,3222.343763366819,298.6777524262763,298.6777561283034,222.34376336681908,0.7586891983622022,0.0007731802661152286,-7.332507809350638,1.6429790528977781,-154.83797921613643,-58.736951163756935,76.33398905945722,-11819.400611473015,-1994273.4709027074,2777.3868888234615,150366.00574961214,0.0,-841130.0782642718,-1841130.0782642718,-12221.48928165622
159,2024-06-08,3385.9854998223286,431.6536779368971,431.65368462053556,385.9854998223286,0.8581670658710375,0.0004664065005693561,-5.026962450740158,1.2858376549173587,-222.22870846085476,-95.35467934608097,45.66817811456849,-10148.780240160879,-2004422.2511428683,2870.3118510799186,140754.1890670725,0.0,-860797.750224716,-1860797.750224716,-19667.67196044419
160,2024-06-09,3520.9732385611946,551.2017255703073,551.2017378195924,520.9732385611946,0.9094329108293482,0.00030404706732844013,-3.6677693416211237,0.9964653718775969,-219.31953776205907,-99.72820281434826,30.228487009112655,-6629.697798084933,-2011051.9489409532,3001.2410756877994,127882.47652397539,0.0,-880168.23134129,-1880168.23134129,-19370.481116574025
161,2024-06-10,3532.3056918489087,561.527120361047,561.5271326764341,532.3056918489087,0.91281656339092,0.00029317658395586416,-3.571799375472338,0.9736780212438403,-300.27708661240985,-137.0489491332888,29.221428512138232,-8774.525420277612,-2019826.4743612309,3118.074624346625,126752.31132411411,0.0,-889956.0884127701,-1889956.08841277,-9787.857071480015
